"","Pixel_Number","Log_Frequency","Log_Brightness_Temperature","Fit","Concave/Convex"
"2288","2288","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59282227  2.631281    4.63920137 -3.12598223  1.58115723  3.9237507 ]","[-2.5299925   8.15700244]","Convex"
"2289","2289","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.60268279  2.68747591  4.72151821 -3.10613525  1.62925926  4.005949  ]","[-2.55463891  8.26958929]","Convex"
"2290","2290","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.61580285  2.71524757  4.80500722 -3.06948284  1.68316582  4.08921019]","[-2.57250619  8.36484029]","Convex"
"2291","2291","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.63014567  2.79292809  4.87285226 -3.05270445  1.74020858  4.15755165]","[-2.59392121  8.46977423]","Convex"
"2292","2292","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.61042519  2.71560285  4.70828758 -3.09705011  1.63234976  3.99244104]","[-2.54821078  8.25675246]","Convex"
"2293","2293","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.61905673  2.71493664  4.72145159 -3.07497784  1.6336153   4.00523445]","[-2.54520663  8.25863711]","Convex"
"2294","2294","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.6414198   2.82445219  4.88242484 -3.02037485  1.75776707  4.16701705]","[-2.58819336  8.47379238]","Convex"
"2295","2295","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.65223805  2.83941617  4.85051649 -2.95075305  1.7566288   4.13438302]","[-2.55600024  8.39667312]","Convex"
"2296","2296","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.64204559  2.85272172  4.8728253  -3.00830584  1.76671096  4.15681951]","[-2.58274469  8.46492006]","Convex"
"2297","2297","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.66550162  2.95246634  4.94626237 -2.96453926  1.84099498  4.23098807]","[-2.5983337   8.56947217]","Convex"
"2298","2298","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.67422943  3.00479116  4.96118957 -2.93079048  1.85348639  4.24604998]","[-2.59566599  8.58555142]","Convex"
"2299","2299","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.71667425  3.12750326  5.0504137  -2.80383122  1.96099619  4.33641348]","[-2.59107449  8.67038146]","Concave"
"2300","2300","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.68525885  2.97501447  4.97499295 -2.8798521   1.89088072  4.25981112]","[-2.58188655  8.56661379]","Convex"
"2301","2301","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.72202425  2.9917755   4.97535109 -2.60965283  1.93948151  4.26413791]","[-2.49855159  8.41699483]","Convex"
"2302","2302","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.76634649  3.16134219  5.16485055 -2.54948756  2.06344933  4.45322702]","[-2.55112533  8.68046143]","Concave"
"2303","2303","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.82646073  3.14324862  5.17574816 -2.25020224  2.12902697  4.47224802]","[-2.45870898  8.51765552]","Convex"
"2304","2304","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55552447  2.34368131  4.39783072 -3.24469454  1.32819051  3.68310665]","[-2.47029618  7.80838076]","Convex"
"2305","2305","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55598232  2.35420789  4.42150569 -3.24315131  1.33786991  3.70665796]","[-2.47855016  7.84099569]","Convex"
"2306","2306","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55559222  2.36773407  4.42971407 -3.24438661  1.34848298  3.71442322]","[-2.48247339  7.85741215]","Convex"
"2307","2307","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55629877  2.39636892  4.44380769 -3.2425533   1.36000704  3.72839773]","[-2.48838469  7.88427689]","Convex"
"2308","2308","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55627085  2.36852688  4.43309697 -3.23790051  1.34379399  3.71825602]","[-2.48180196  7.85744778]","Convex"
"2309","2309","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55529098  2.3781936   4.41003256 -3.23286554  1.34029606  3.69516813]","[-2.47300341  7.82902867]","Convex"
"2310","2310","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55787758  2.42260434  4.47366761 -3.23191955  1.37823695  3.75856988]","[-2.49690115  7.92544042]","Convex"
"2311","2311","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55809808  2.43632754  4.47787267 -3.2239903   1.37863268  3.76309631]","[-2.4968561   7.93049226]","Convex"
"2312","2312","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55553854  2.40427387  4.45158584 -3.24060716  1.36097929  3.73593774]","[-2.49102357  7.89523467]","Convex"
"2313","2313","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55636208  2.4347367   4.44284527 -3.23650866  1.36750042  3.72742389]","[-2.48852295  7.89296818]","Convex"
"2314","2314","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55478938  2.43463778  4.44037006 -3.23513948  1.36136884  3.72431218]","[-2.48737096  7.88802781]","Convex"
"2315","2315","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55534952  2.45219662  4.44938659 -3.22432759  1.36317568  3.73322344]","[-2.48826018  7.8984057 ]","Convex"
"2316","2316","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55809705  2.4525558   4.49359463 -3.21848741  1.38599073  3.77850901]","[-2.50155341  7.95250472]","Convex"
"2317","2317","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55823702  2.45483641  4.45402071 -3.20660626  1.37491881  3.73945929]","[-2.48455672  7.89660774]","Convex"
"2318","2318","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55746863  2.45002546  4.44448184 -3.19627478  1.36222562  3.72939276]","[-2.47797708  7.87524251]","Convex"
"2319","2319","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55854292  2.4448431   4.42618796 -3.18661487  1.35084739  3.71184661]","[-2.46852467  7.84420012]","Convex"
"2320","2320","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55346379  2.38028225  4.41356571 -3.23218107  1.33139653  3.6982865 ]","[-2.47436599  7.83228544]","Convex"
"2321","2321","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55250032  2.38279363  4.3850039  -3.23647977  1.32091543  3.66941765]","[-2.46603783  7.7992765 ]","Convex"
"2322","2322","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55671623  2.43159735  4.45985898 -3.22485587  1.36450615  3.7451395 ]","[-2.49085162  7.90567202]","Convex"
"2323","2323","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55584994  2.42315737  4.43223182 -3.22670758  1.34757888  3.71735169]","[-2.48151706  7.86795777]","Convex"
"2324","2324","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55256864  2.38652651  4.40410497 -3.23634179  1.32250594  3.68931504]","[-2.47296077  7.82434723]","Convex"
"2325","2325","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55200998  2.38506685  4.40819471 -3.23614202  1.32136816  3.69391642]","[-2.47437531  7.82890926]","Convex"
"2326","2326","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55550372  2.42017502  4.41099418 -3.229825    1.33172272  3.69617507]","[-2.47508926  7.84078466]","Convex"
"2327","2327","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55581537  2.42076347  4.38307848 -3.23294347  1.32057837  3.66794804]","[-2.46639258  7.80702909]","Convex"
"2328","2328","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55817008  2.44573558  4.44103722 -3.20891327  1.35896694  3.72638953]","[-2.48032895  7.87691612]","Convex"
"2329","2329","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55726428  2.43817509  4.42445042 -3.21913926  1.34625936  3.70949002]","[-2.47733278  7.85846332]","Convex"
"2330","2330","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55871419  2.44222984  4.42536392 -3.19895803  1.35028572  3.71117047]","[-2.47178441  7.84970267]","Convex"
"2331","2331","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55815667  2.43622598  4.44423498 -3.21156206  1.35557435  3.72979651]","[-2.48171371  7.87895316]","Convex"
"2332","2332","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5570352   2.43635283  4.41755594 -3.22536595  1.33936849  3.70213046]","[-2.47671268  7.85197862]","Convex"
"2333","2333","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55859083  2.43678094  4.42472695 -3.22599302  1.34680367  3.70907214]","[-2.4791551   7.86202274]","Convex"
"2334","2334","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55790227  2.43415434  4.44217903 -3.22027224  1.35846976  3.72683991]","[-2.48334271  7.88091391]","Convex"
"2335","2335","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55987239  2.43577817  4.45616752 -3.2167745   1.37045963  3.74095341]","[-2.48695811  7.89799494]","Convex"
"2336","2336","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55422227  2.45217134  4.45333304 -3.22773489  1.36194427  3.73697003]","[-2.49074597  7.90505994]","Convex"
"2337","2337","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55513384  2.45075765  4.44121573 -3.21773403  1.34912571  3.72511404]","[-2.48352948  7.88211338]","Convex"
"2338","2338","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55327421  2.45646204  4.44239851 -3.22814124  1.34616468  3.72596488]","[-2.48757562  7.89118029]","Convex"
"2339","2339","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55272823  2.42900979  4.38888776 -3.22640223  1.31150564  3.67301771]","[-2.4672512   7.81146918]","Convex"
"2340","2340","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55741574  2.43349594  4.39421666 -3.19694866  1.32886626  3.67906202]","[-2.46002179  7.80426536]","Convex"
"2341","2341","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55821858  2.43367381  4.41625499 -3.19805582  1.33873168  3.70166877]","[-2.46792853  7.83348682]","Convex"
"2342","2342","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55373768  2.40585616  4.36122812 -3.21494674  1.30656337  3.64575653]","[-2.45278662  7.76283454]","Convex"
"2343","2343","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5546223   2.42184638  4.42926707 -3.21366774  1.33464763  3.71427629]","[-2.47673706  7.85435994]","Convex"
"2344","2344","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5498358   2.43708868  4.37679186 -3.23228808  1.30220301  3.66057288]","[-2.46563897  7.80160184]","Convex"
"2345","2345","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54776911  2.38847846  4.3261173  -3.23335496  1.27377301  3.61008145]","[-2.44586751  7.72097317]","Convex"
"2346","2346","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54519433  2.39273212  4.31560942 -3.2334059   1.2615482   3.59963837]","[-2.44288287  7.70810614]","Convex"
"2347","2347","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54382644  2.35823912  4.32291444 -3.23790096  1.26308624  3.60701268]","[-2.44477116  7.70889706]","Convex"
"2348","2348","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54928847  2.38302378  4.38575377 -3.22653255  1.30230131  3.67009173]","[-2.46383064  7.79194539]","Convex"
"2349","2349","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5495962   2.41436462  4.38981845 -3.22880929  1.32436236  3.67484312]","[-2.46770651  7.81186804]","Convex"
"2350","2350","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54681896  2.37975239  4.39305886 -3.235872    1.30936508  3.67736007]","[-2.46913415  7.80655898]","Convex"
"2351","2351","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54819887  2.40850748  4.42486892 -3.22488293  1.33700062  3.70967968]","[-2.47833126  7.85215432]","Convex"
"2352","2352","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55818358  2.43703195  4.42780687 -3.19863733  1.3529747   3.71341055]","[-2.47221238  7.8511211 ]","Convex"
"2353","2353","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55734926  2.42955053  4.4439417  -3.20760877  1.35862104  3.7296123 ]","[-2.48008167  7.87463238]","Convex"
"2354","2354","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55329864  2.42661599  4.42846322 -3.21003011  1.34332135  3.71314614]","[-2.47565817  7.8539133 ]","Convex"
"2355","2355","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55304818  2.41429445  4.42028958 -3.21311302  1.34709128  3.7048958 ]","[-2.47295589  7.84230594]","Convex"
"2356","2356","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55734918  2.42555351  4.44491084 -3.21948002  1.36532658  3.7297562 ]","[-2.48353733  7.88210061]","Convex"
"2357","2357","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56046045  2.42959567  4.46649796 -3.20464752  1.38338323  3.75151385]","[-2.48637978  7.90324505]","Convex"
"2358","2358","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55681329  2.41198928  4.45704609 -3.20776029  1.36955866  3.74119579]","[-2.48331575  7.88577346]","Convex"
"2359","2359","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56127815  2.42233249  4.48593592 -3.1944454   1.39099045  3.76979174]","[-2.48930185  7.91887452]","Convex"
"2360","2360","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54908468  2.4138255   4.40083799 -3.22220707  1.32885221  3.68554427]","[-2.46948426  7.82169392]","Convex"
"2361","2361","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55139195  2.40005165  4.41509596 -3.21686294  1.33934964  3.69987957]","[-2.47166484  7.83274781]","Convex"
"2362","2362","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54831637  2.40421349  4.39980935 -3.2178811   1.33230762  3.68501274]","[-2.46735328  7.81556802]","Convex"
"2363","2363","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55057885  2.39487961  4.42611682 -3.21592753  1.34323286  3.71194508]","[-2.47509254  7.84513968]","Convex"
"2364","2364","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55647464  2.40423796  4.44658888 -3.19946307  1.36642111  3.73117044]","[-2.47684734  7.86538075]","Convex"
"2365","2365","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56019473  2.41912529  4.4754092  -3.20110645  1.3853456   3.75961283]","[-2.48765684  7.90846372]","Convex"
"2366","2366","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55399757  2.40345098  4.45714842 -3.20135145  1.3684919   3.7429434 ]","[-2.48144009  7.88029799]","Convex"
"2367","2367","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55672616  2.41547022  4.45848644 -3.20788419  1.37423291  3.74356513]","[-2.48416717  7.88990306]","Convex"
"2368","2368","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55075687  2.38284926  4.37744414 -3.23948252  1.30018685  3.66279366]","[-2.46483521  7.78961006]","Convex"
"2369","2369","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55104852  2.38509373  4.32645716 -3.23950577  1.27863576  3.61107999]","[-2.44734061  7.72471953]","Convex"
"2370","2370","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55767935  2.4235137   4.40764825 -3.23130078  1.32424012  3.69233654]","[-2.47436032  7.83715489]","Convex"
"2371","2371","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55996071  2.42698186  4.42547016 -3.22133502  1.33498037  3.70990268]","[-2.47740993  7.85523681]","Convex"
"2372","2372","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55327308  2.38967443  4.34665041 -3.23432412  1.27896095  3.63179693]","[-2.45294246  7.74787127]","Convex"
"2373","2373","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55609116  2.39284201  4.36448438 -3.22869693  1.28675576  3.65009128]","[-2.45735955  7.76838818]","Convex"
"2374","2374","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56123948  2.42910169  4.41782038 -3.2207695   1.33855153  3.70242223]","[-2.47457401  7.84674111]","Convex"
"2375","2375","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56302481  2.4284084   4.42339501 -3.2151887   1.33832026  3.70809005]","[-2.4746356   7.84984545]","Convex"
"2376","2376","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56141914  2.43663844  4.44613337 -3.21822482  1.36230795  3.73104106]","[-2.48390445  7.88568637]","Convex"
"2377","2377","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56345334  2.43606059  4.45985293 -3.20817779  1.37061959  3.74451759]","[-2.48530535  7.897093  ]","Convex"
"2378","2378","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56277288  2.43604652  4.47295488 -3.20193784  1.38533291  3.7579606 ]","[-2.48795878  7.91165827]","Convex"
"2379","2379","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56543486  2.43838979  4.48423774 -3.18611476  1.39650676  3.76897599]","[-2.48686786  7.91792715]","Convex"
"2380","2380","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56473896  2.43811207  4.44543683 -3.20212553  1.37170691  3.72963168]","[-2.47839995  7.87635082]","Convex"
"2381","2381","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56788208  2.44671225  4.46317406 -3.17175025  1.3813649   3.7468886 ]","[-2.47551581  7.88345977]","Convex"
"2382","2382","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56908593  2.45388153  4.49967612 -3.16261121  1.41308262  3.78360063]","[-2.48549797  7.92931562]","Convex"
"2383","2383","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57315915  2.48040805  4.51951164 -3.13877779  1.42877577  3.80287192]","[-2.48624219  7.94941844]","Convex"
"2384","2384","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55903022  2.3923552   4.35420815 -3.21028219  1.29119455  3.63998827]","[-2.44793038  7.74517055]","Convex"
"2385","2385","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56251271  2.39154373  4.36790892 -3.17819052  1.30008711  3.65379283]","[-2.44260903  7.7434644 ]","Convex"
